item_id,store_id,category,season,price,discount,days_on_rack,sold_quantity,sold_flag
Item_428,Store_13,Sherwani,Festive,3032,0.45,45,7,1
Item_429,Store_12,Saree,Festive,8129,0.37,74,9,1
Item_430,Store_14,Sherwani,Summer,3705,0.27,31,4,0
Item_431,Store_2,Lehenga,Summer,9788,0.26,104,7,1
Item_432,Store_19,Saree,Festive,3147,0.17,19,5,1
Item_433,Store_18,Kurta,Festive,1615,0.26,41,7,1
Item_434,Store_3,Saree,Summer,1947,0.33,62,7,1
Item_435,Store_17,Lehenga,Wedding,6677,0.21,9,3,0
Item_436,Store_8,Kurta,Festive,5651,0.36,107,5,1
Item_437,Store_10,Kurta,Winter,8866,0.43,77,5,1
Item_438,Store_2,Sherwani,Winter,3013,0.08,11,5,1
Item_439,Store_19,Kurta,Winter,4697,0.23,45,5,1
Item_440,Store_9,Kurta,Festive,1490,0.2,88,8,1
Item_441,Store_7,Saree,Wedding,5350,0.34,14,2,0
Item_442,Store_4,Lehenga,Wedding,3428,0.12,66,6,1
Item_443,Store_18,Sherwani,Summer,5987,0.32,30,6,1
Item_444,Store_13,Saree,Festive,9733,0.44,72,6,1
Item_445,Store_11,Kurta,Wedding,5920,0.21,106,1,0
Item_446,Store_4,Kurta,Festive,3926,0.46,28,10,1
Item_447,Store_4,Sherwani,Summer,8282,0.5,82,5,1
Item_448,Store_10,Lehenga,Summer,5376,0.05,45,3,0
Item_449,Store_5,Sherwani,Summer,5868,0.12,69,0,0
Item_450,Store_9,Saree,Winter,7986,0.48,21,7,1
Item_451,Store_3,Sherwani,Festive,7862,0.48,113,4,0
Item_452,Store_17,Kurta,Summer,5423,0.05,28,6,1
Item_453,Store_3,Saree,Festive,7870,0.01,31,4,0
Item_454,Store_16,Kurta,Winter,9159,0.08,11,2,0
Item_455,Store_4,Lehenga,Winter,3073,0.5,77,4,0
Item_456,Store_18,Kurta,Summer,7170,0.09,111,9,1
Item_457,Store_17,Kurta,Summer,1701,0.25,103,4,0
Item_458,Store_7,Sherwani,Wedding,9113,0.42,16,5,1
Item_459,Store_5,Kurta,Festive,7825,0.01,89,8,1
Item_460,Store_12,Saree,Summer,8867,0.3,7,2,0
Item_461,Store_17,Saree,Wedding,5264,0.14,83,2,0
Item_462,Store_13,Lehenga,Festive,8968,0.43,89,5,1
Item_463,Store_3,Saree,Summer,9146,0.14,14,4,0
Item_464,Store_9,Sherwani,Wedding,8776,0.34,37,8,1
Item_465,Store_17,Lehenga,Wedding,9558,0.34,50,6,1
Item_466,Store_17,Saree,Festive,9719,0.11,63,9,1
Item_467,Store_20,Sherwani,Wedding,5886,0.02,56,7,1
Item_468,Store_16,Saree,Festive,4935,0.2,10,2,0
Item_469,Store_13,Saree,Festive,5619,0.14,6,8,1
Item_470,Store_19,Kurta,Festive,6191,0.4,33,3,0
Item_471,Store_17,Saree,Winter,7875,0.4,44,5,1
Item_472,Store_4,Saree,Wedding,8856,0.23,101,4,0
Item_473,Store_12,Sherwani,Festive,6401,0.3,65,5,1
Item_474,Store_9,Sherwani,Summer,4022,0.3,72,4,0
Item_475,Store_19,Kurta,Winter,6738,0.41,72,8,1
Item_476,Store_12,Saree,Winter,6984,0.21,33,0,0
Item_477,Store_9,Kurta,Wedding,2770,0.14,105,7,1
Item_478,Store_7,Saree,Festive,9989,0.13,66,4,0
Item_479,Store_14,Lehenga,Wedding,4215,0.27,64,5,1
Item_480,Store_20,Lehenga,Winter,7694,0.22,88,2,0
Item_481,Store_19,Kurta,Festive,3976,0.22,45,3,0
Item_482,Store_15,Kurta,Summer,4737,0.05,91,3,0
Item_483,Store_16,Kurta,Festive,1752,0.36,113,1,0
Item_484,Store_5,Sherwani,Winter,2392,0.11,86,3,0
Item_485,Store_3,Sherwani,Summer,7789,0.1,117,4,0
Item_486,Store_12,Sherwani,Festive,1677,0.21,93,4,0
Item_487,Store_20,Kurta,Summer,1105,0.11,69,7,1
Item_488,Store_4,Saree,Summer,5753,0.29,68,9,1
Item_489,Store_16,Lehenga,Winter,2946,0.19,83,1,0
Item_490,Store_7,Kurta,Summer,6544,0.22,67,3,0
Item_491,Store_13,Sherwani,Wedding,2095,0.27,102,5,1
Item_492,Store_10,Sherwani,Winter,7985,0.1,52,1,0
Item_493,Store_7,Kurta,Wedding,2782,0.08,24,3,0
Item_494,Store_14,Kurta,Summer,5541,0.44,41,5,1
Item_495,Store_5,Sherwani,Wedding,4257,0.22,68,7,1
Item_496,Store_3,Saree,Festive,7213,0.21,95,4,0
Item_497,Store_11,Sherwani,Summer,5869,0.02,90,6,1
Item_498,Store_11,Sherwani,Festive,2561,0.25,119,4,0
Item_499,Store_18,Kurta,Wedding,5006,0.28,9,3,0
Item_500,Store_15,Saree,Festive,4981,0.28,38,5,1
Item_501,Store_12,Sherwani,Summer,6682,0.35,43,4,0
Item_502,Store_9,Sherwani,Festive,6782,0.09,71,4,0
Item_503,Store_10,Lehenga,Wedding,1943,0.13,85,4,0
Item_504,Store_12,Kurta,Wedding,5550,0.41,66,5,1
Item_505,Store_17,Lehenga,Wedding,1600,0.47,92,4,0
Item_506,Store_6,Lehenga,Summer,7376,0.07,28,8,1
Item_507,Store_7,Sherwani,Wedding,2524,0.25,7,3,0
Item_508,Store_14,Kurta,Summer,4766,0.11,113,5,1
Item_509,Store_13,Saree,Festive,1250,0.03,75,4,0
Item_510,Store_8,Sherwani,Wedding,1078,0.16,93,3,0
Item_511,Store_10,Saree,Festive,4123,0.07,71,5,1
Item_512,Store_9,Saree,Winter,8064,0.35,83,5,1
Item_513,Store_18,Kurta,Festive,9417,0.27,97,5,1
Item_514,Store_2,Lehenga,Winter,2209,0.07,54,2,0
Item_515,Store_5,Kurta,Festive,6153,0.0,33,4,0
Item_516,Store_5,Saree,Summer,5898,0.4,78,4,0
Item_517,Store_6,Sherwani,Festive,3178,0.09,36,7,1
Item_518,Store_19,Saree,Summer,8610,0.3,91,2,0
Item_519,Store_8,Sherwani,Summer,9895,0.17,43,3,0
Item_520,Store_16,Sherwani,Wedding,3544,0.29,13,4,0
Item_521,Store_13,Kurta,Summer,6522,0.16,105,5,1
Item_522,Store_1,Saree,Winter,3370,0.04,108,7,1
Item_523,Store_20,Lehenga,Wedding,4281,0.11,18,5,1
Item_524,Store_17,Saree,Wedding,5710,0.09,72,3,0
Item_525,Store_7,Saree,Festive,1328,0.21,68,2,0
Item_526,Store_13,Lehenga,Summer,6579,0.33,24,5,1
Item_527,Store_4,Kurta,Summer,5228,0.13,32,7,1
Item_528,Store_4,Saree,Winter,7794,0.01,18,5,1
Item_529,Store_6,Saree,Festive,1120,0.26,48,5,1
Item_530,Store_19,Sherwani,Festive,7749,0.3,102,7,1
Item_531,Store_12,Saree,Wedding,1964,0.48,81,7,1
Item_532,Store_7,Lehenga,Wedding,5224,0.29,99,10,1
Item_533,Store_10,Sherwani,Wedding,4675,0.24,101,4,0
Item_534,Store_19,Kurta,Winter,6694,0.29,43,4,0
Item_535,Store_7,Sherwani,Winter,3076,0.46,32,0,0
Item_536,Store_3,Lehenga,Wedding,7865,0.41,68,3,0
Item_537,Store_13,Lehenga,Festive,6643,0.16,93,3,0
Item_538,Store_13,Sherwani,Winter,9524,0.12,36,2,0
Item_539,Store_18,Kurta,Festive,6249,0.13,13,9,1
Item_540,Store_20,Sherwani,Festive,2316,0.25,32,8,1
Item_541,Store_8,Kurta,Summer,2196,0.37,99,8,1
Item_542,Store_9,Sherwani,Wedding,4170,0.25,21,4,0
Item_543,Store_7,Lehenga,Summer,1355,0.03,91,10,1
Item_544,Store_1,Saree,Wedding,1028,0.36,81,3,0
Item_545,Store_3,Saree,Wedding,2013,0.4,59,2,0
Item_546,Store_13,Kurta,Festive,3024,0.14,14,2,0
Item_547,Store_17,Kurta,Wedding,9490,0.33,84,2,0
Item_548,Store_1,Kurta,Festive,6839,0.21,10,6,1
Item_549,Store_6,Lehenga,Festive,6791,0.44,52,2,0
Item_550,Store_6,Sherwani,Wedding,1754,0.42,79,9,1
Item_551,Store_12,Lehenga,Festive,9961,0.26,71,8,1
Item_552,Store_13,Saree,Festive,4735,0.35,96,4,0
Item_553,Store_13,Kurta,Festive,2238,0.44,45,4,0
Item_554,Store_15,Sherwani,Winter,2906,0.25,83,3,0
Item_555,Store_16,Saree,Festive,8399,0.16,64,9,1
Item_556,Store_11,Saree,Winter,8961,0.38,81,10,1
Item_557,Store_5,Saree,Winter,5601,0.11,46,5,1
Item_558,Store_4,Lehenga,Festive,2460,0.19,113,5,1
Item_559,Store_3,Kurta,Festive,8669,0.43,85,9,1
Item_560,Store_19,Saree,Winter,2416,0.36,75,2,0
Item_561,Store_20,Kurta,Winter,8766,0.2,32,5,1
Item_562,Store_18,Lehenga,Festive,2428,0.11,106,5,1
Item_563,Store_15,Saree,Festive,5378,0.18,17,8,1
Item_564,Store_9,Lehenga,Wedding,8529,0.14,85,6,1
Item_565,Store_17,Lehenga,Winter,5474,0.09,19,6,1
Item_566,Store_14,Kurta,Winter,4071,0.37,40,7,1
Item_567,Store_15,Saree,Wedding,1555,0.13,96,5,1
Item_568,Store_1,Lehenga,Winter,9547,0.23,19,5,1
Item_569,Store_3,Saree,Summer,2563,0.19,114,7,1
Item_570,Store_16,Kurta,Winter,2040,0.49,79,4,0
Item_571,Store_11,Lehenga,Wedding,3686,0.2,60,4,0
Item_572,Store_12,Kurta,Summer,3553,0.04,99,6,1
Item_573,Store_10,Saree,Festive,2779,0.04,8,6,1
Item_574,Store_16,Saree,Wedding,1075,0.3,103,4,0
Item_575,Store_8,Kurta,Wedding,5326,0.3,102,3,0
Item_576,Store_6,Sherwani,Festive,6835,0.21,56,3,0
Item_577,Store_12,Lehenga,Wedding,6057,0.22,95,10,1
Item_578,Store_8,Saree,Winter,3349,0.03,14,6,1
Item_579,Store_4,Saree,Festive,3773,0.26,98,6,1
Item_580,Store_8,Lehenga,Wedding,3262,0.25,49,4,0
Item_581,Store_18,Kurta,Festive,4229,0.07,88,1,0
Item_582,Store_5,Kurta,Festive,1392,0.05,33,5,1
Item_583,Store_9,Kurta,Festive,2108,0.06,57,7,1
Item_584,Store_4,Sherwani,Summer,5362,0.05,33,4,0
Item_585,Store_17,Sherwani,Wedding,6188,0.3,27,3,0
Item_586,Store_9,Saree,Summer,9802,0.1,61,5,1
Item_587,Store_1,Kurta,Wedding,6057,0.13,54,7,1
Item_588,Store_20,Lehenga,Winter,4998,0.09,25,9,1
Item_589,Store_13,Saree,Winter,9864,0.48,116,2,0
Item_590,Store_16,Lehenga,Winter,7566,0.43,47,6,1
Item_591,Store_13,Saree,Wedding,4677,0.12,14,2,0
Item_592,Store_14,Sherwani,Festive,6796,0.16,109,3,0
Item_593,Store_3,Saree,Festive,7363,0.1,80,5,1
Item_594,Store_6,Sherwani,Summer,9123,0.25,34,3,0
Item_595,Store_18,Saree,Summer,9222,0.01,55,4,0
Item_596,Store_19,Kurta,Winter,8690,0.34,37,5,1
Item_597,Store_5,Lehenga,Summer,2400,0.26,22,4,0
Item_598,Store_15,Kurta,Wedding,5071,0.45,82,5,1
Item_599,Store_2,Saree,Wedding,9808,0.08,26,2,0
Item_600,Store_10,Saree,Summer,3786,0.4,68,4,0
Item_601,Store_18,Saree,Summer,8169,0.4,25,5,1
Item_602,Store_13,Sherwani,Summer,1870,0.06,5,6,1
Item_603,Store_5,Lehenga,Summer,5196,0.2,117,10,1
Item_604,Store_1,Lehenga,Winter,3739,0.09,111,5,1
Item_605,Store_1,Saree,Winter,1940,0.13,19,6,1
Item_606,Store_18,Saree,Summer,1340,0.13,40,7,1
Item_607,Store_15,Sherwani,Wedding,8422,0.28,51,4,0
Item_608,Store_17,Kurta,Winter,5133,0.21,58,7,1
Item_609,Store_11,Kurta,Wedding,1659,0.47,90,6,1
Item_610,Store_17,Lehenga,Festive,4457,0.06,36,2,0
Item_611,Store_13,Sherwani,Wedding,3975,0.49,62,3,0
Item_612,Store_1,Saree,Summer,1453,0.12,50,4,0
Item_613,Store_2,Lehenga,Festive,9184,0.39,58,4,0
Item_614,Store_9,Sherwani,Winter,6442,0.17,37,5,1
Item_615,Store_3,Kurta,Winter,1818,0.07,109,7,1
Item_616,Store_1,Sherwani,Festive,5868,0.43,43,3,0
Item_617,Store_16,Kurta,Wedding,1012,0.15,27,3,0
Item_618,Store_6,Sherwani,Winter,8727,0.33,47,6,1
Item_619,Store_17,Lehenga,Summer,1920,0.28,59,3,0
Item_620,Store_5,Kurta,Festive,5920,0.24,6,9,1
Item_621,Store_5,Lehenga,Summer,3418,0.25,70,7,1
Item_622,Store_6,Lehenga,Festive,7475,0.37,42,5,1
Item_623,Store_3,Kurta,Winter,3017,0.04,119,6,1
Item_624,Store_5,Kurta,Wedding,8957,0.33,33,6,1
Item_625,Store_5,Saree,Festive,5792,0.45,114,3,0
Item_626,Store_10,Saree,Festive,7830,0.03,71,8,1
Item_627,Store_10,Saree,Summer,3434,0.07,107,10,1
Item_628,Store_19,Lehenga,Winter,3868,0.36,75,6,1
Item_629,Store_17,Lehenga,Summer,2438,0.22,40,7,1
Item_630,Store_14,Saree,Winter,4543,0.2,33,2,0
Item_631,Store_9,Lehenga,Summer,2781,0.07,41,5,1
Item_632,Store_14,Lehenga,Festive,7343,0.25,117,8,1
Item_633,Store_1,Kurta,Summer,3263,0.06,104,6,1
Item_634,Store_19,Kurta,Wedding,1211,0.24,91,2,0
Item_635,Store_13,Lehenga,Winter,9699,0.38,49,3,0
Item_636,Store_13,Saree,Winter,7159,0.13,20,10,1
Item_637,Store_4,Sherwani,Festive,8027,0.24,116,3,0
Item_638,Store_1,Saree,Winter,1331,0.5,35,4,0
Item_639,Store_17,Sherwani,Wedding,7860,0.34,38,9,1
Item_640,Store_8,Saree,Summer,9044,0.42,54,2,0
Item_641,Store_2,Kurta,Festive,9169,0.21,69,5,1
Item_642,Store_8,Lehenga,Wedding,9742,0.38,86,1,0
Item_643,Store_7,Lehenga,Winter,6720,0.02,66,5,1
Item_644,Store_2,Kurta,Winter,1727,0.06,108,9,1
Item_645,Store_3,Sherwani,Wedding,5975,0.1,47,2,0
Item_646,Store_18,Sherwani,Summer,4243,0.2,60,5,1
Item_647,Store_12,Sherwani,Summer,1648,0.42,19,6,1
Item_648,Store_1,Kurta,Festive,6095,0.17,52,7,1
Item_649,Store_12,Sherwani,Winter,7614,0.33,53,3,0
Item_650,Store_5,Kurta,Wedding,8135,0.35,85,7,1
Item_651,Store_17,Saree,Summer,2009,0.29,48,7,1
Item_652,Store_16,Saree,Festive,2550,0.18,14,6,1
Item_653,Store_15,Kurta,Winter,9995,0.29,24,4,0
Item_654,Store_15,Lehenga,Winter,8492,0.17,74,10,1
Item_655,Store_5,Saree,Festive,4401,0.04,12,6,1
Item_656,Store_14,Sherwani,Festive,8447,0.5,49,8,1
Item_657,Store_2,Kurta,Summer,6424,0.06,38,3,0
Item_658,Store_11,Sherwani,Wedding,5241,0.04,100,6,1
Item_659,Store_19,Sherwani,Winter,4161,0.44,55,9,1
Item_660,Store_7,Lehenga,Wedding,5155,0.15,110,3,0
Item_661,Store_6,Sherwani,Winter,8478,0.33,8,7,1
Item_662,Store_2,Lehenga,Winter,9719,0.16,112,4,0
Item_663,Store_6,Saree,Wedding,7617,0.2,118,3,0
Item_664,Store_18,Kurta,Festive,6660,0.13,43,9,1
Item_665,Store_2,Sherwani,Summer,9624,0.17,88,4,0
Item_666,Store_18,Kurta,Winter,2176,0.21,28,4,0
Item_667,Store_15,Sherwani,Festive,8956,0.36,92,3,0
Item_668,Store_19,Kurta,Winter,9592,0.26,59,2,0
Item_669,Store_2,Sherwani,Summer,3233,0.47,30,3,0
Item_670,Store_20,Sherwani,Winter,5700,0.02,29,6,1
Item_671,Store_6,Sherwani,Summer,6906,0.25,40,12,1
Item_672,Store_1,Sherwani,Summer,8860,0.29,75,7,1
Item_673,Store_15,Sherwani,Winter,8526,0.46,78,4,0
Item_674,Store_10,Sherwani,Winter,6559,0.02,62,7,1
Item_675,Store_19,Sherwani,Summer,7732,0.29,115,5,1
Item_676,Store_17,Sherwani,Festive,3513,0.43,16,8,1
Item_677,Store_5,Sherwani,Wedding,8830,0.12,5,4,0
Item_678,Store_4,Kurta,Summer,7944,0.44,54,7,1
Item_679,Store_10,Lehenga,Winter,8910,0.01,29,5,1
Item_680,Store_17,Sherwani,Winter,6649,0.37,84,2,0
Item_681,Store_10,Lehenga,Festive,2096,0.47,9,4,0
Item_682,Store_17,Sherwani,Wedding,2951,0.33,87,6,1
Item_683,Store_20,Sherwani,Summer,8799,0.22,72,6,1
Item_684,Store_5,Kurta,Summer,9804,0.02,10,4,0
Item_685,Store_2,Saree,Wedding,1595,0.46,30,3,0
Item_686,Store_6,Saree,Summer,8875,0.24,117,4,0
Item_687,Store_2,Kurta,Wedding,5439,0.01,107,5,1
Item_688,Store_13,Lehenga,Winter,6972,0.34,59,7,1
Item_689,Store_11,Saree,Wedding,1858,0.24,43,10,1
Item_690,Store_11,Kurta,Summer,6519,0.06,13,7,1
Item_691,Store_16,Kurta,Wedding,8385,0.11,49,5,1
Item_692,Store_11,Saree,Festive,9636,0.03,18,3,0
Item_693,Store_19,Lehenga,Winter,5317,0.29,116,4,0
Item_694,Store_15,Kurta,Winter,4454,0.31,59,4,0
Item_695,Store_16,Sherwani,Wedding,2030,0.25,13,8,1
Item_696,Store_11,Lehenga,Summer,8906,0.41,19,8,1
Item_697,Store_16,Lehenga,Festive,2447,0.43,41,4,0
Item_698,Store_8,Saree,Winter,3850,0.31,54,4,0
Item_699,Store_4,Saree,Winter,9106,0.01,88,8,1
Item_700,Store_8,Sherwani,Summer,8151,0.35,76,4,0
Item_701,Store_4,Kurta,Summer,7952,0.21,100,6,1
Item_702,Store_3,Saree,Festive,5055,0.28,115,6,1
Item_703,Store_3,Saree,Wedding,6402,0.32,25,1,0
Item_704,Store_18,Lehenga,Summer,2672,0.18,61,5,1
Item_705,Store_19,Saree,Wedding,5532,0.46,109,3,0
Item_706,Store_19,Saree,Festive,5924,0.07,23,9,1
Item_707,Store_5,Saree,Wedding,7085,0.34,97,4,0
Item_708,Store_18,Saree,Winter,8734,0.0,62,8,1
Item_709,Store_10,Lehenga,Wedding,5864,0.46,99,8,1
Item_710,Store_6,Sherwani,Festive,2221,0.06,10,2,0
Item_711,Store_1,Sherwani,Festive,3860,0.05,8,6,1
Item_712,Store_5,Kurta,Festive,9428,0.17,47,9,1
Item_713,Store_9,Saree,Wedding,4253,0.19,97,4,0
Item_714,Store_12,Lehenga,Winter,4782,0.11,46,4,0
Item_715,Store_14,Kurta,Summer,7957,0.29,7,6,1
Item_716,Store_2,Kurta,Winter,1766,0.22,5,13,1
Item_717,Store_17,Sherwani,Wedding,3681,0.02,112,6,1
Item_718,Store_14,Lehenga,Wedding,8710,0.16,59,8,1
Item_719,Store_13,Lehenga,Summer,8482,0.41,19,8,1
Item_720,Store_9,Lehenga,Wedding,6086,0.34,51,1,0
Item_721,Store_15,Sherwani,Festive,8964,0.36,89,8,1
Item_722,Store_15,Sherwani,Festive,3665,0.35,50,4,0
Item_723,Store_11,Sherwani,Festive,4513,0.16,62,4,0
Item_724,Store_16,Sherwani,Festive,1495,0.05,99,2,0
Item_725,Store_17,Sherwani,Festive,6822,0.14,75,6,1
Item_726,Store_4,Saree,Wedding,3072,0.42,85,6,1
Item_727,Store_1,Saree,Summer,8795,0.49,87,3,0
Item_728,Store_8,Lehenga,Summer,9529,0.25,43,5,1
Item_729,Store_17,Kurta,Festive,4949,0.0,7,8,1
Item_730,Store_3,Lehenga,Wedding,7033,0.07,34,9,1
Item_731,Store_20,Kurta,Winter,9328,0.16,39,3,0
Item_732,Store_15,Sherwani,Winter,3555,0.29,61,2,0
Item_733,Store_15,Kurta,Wedding,7370,0.04,33,7,1
Item_734,Store_14,Lehenga,Festive,5415,0.47,54,6,1
Item_735,Store_14,Lehenga,Summer,6959,0.18,66,6,1
Item_736,Store_2,Kurta,Wedding,6993,0.46,56,6,1
Item_737,Store_13,Saree,Winter,6021,0.39,18,4,0
Item_738,Store_14,Sherwani,Winter,3907,0.38,39,6,1
Item_739,Store_19,Sherwani,Winter,3914,0.3,32,10,1
Item_740,Store_7,Lehenga,Festive,4870,0.31,62,4,0
Item_741,Store_3,Saree,Winter,6085,0.32,34,3,0
Item_742,Store_15,Kurta,Wedding,7546,0.31,94,0,0
Item_743,Store_14,Sherwani,Wedding,1395,0.28,11,8,1
Item_744,Store_11,Saree,Winter,1938,0.49,43,3,0
Item_745,Store_15,Sherwani,Wedding,3510,0.37,99,4,0
Item_746,Store_13,Saree,Winter,5636,0.39,73,5,1
Item_747,Store_18,Saree,Winter,2649,0.44,39,3,0
Item_748,Store_6,Lehenga,Summer,4690,0.11,118,2,0
Item_749,Store_3,Sherwani,Festive,4435,0.04,115,8,1
Item_750,Store_19,Kurta,Festive,4201,0.24,56,4,0
Item_751,Store_15,Lehenga,Summer,5179,0.26,18,3,0
Item_752,Store_5,Lehenga,Summer,9405,0.41,67,8,1
Item_753,Store_10,Kurta,Festive,4237,0.22,40,5,1
Item_754,Store_7,Lehenga,Winter,4862,0.29,95,6,1
Item_755,Store_17,Saree,Winter,1058,0.26,28,7,1
Item_756,Store_7,Saree,Festive,5938,0.02,44,10,1
Item_757,Store_12,Sherwani,Winter,3971,0.31,33,7,1
Item_758,Store_17,Sherwani,Summer,9314,0.41,57,3,0
Item_759,Store_13,Kurta,Winter,4345,0.08,113,3,0
Item_760,Store_20,Sherwani,Winter,3486,0.3,26,7,1
Item_761,Store_4,Saree,Wedding,1561,0.3,76,3,0
Item_762,Store_10,Kurta,Wedding,4981,0.08,19,3,0
Item_763,Store_3,Kurta,Wedding,7261,0.06,117,3,0
Item_764,Store_9,Sherwani,Winter,2737,0.49,73,8,1
Item_765,Store_13,Saree,Festive,4554,0.2,68,2,0
Item_766,Store_18,Kurta,Summer,8095,0.11,8,5,1
Item_767,Store_15,Saree,Winter,9266,0.09,79,4,0
Item_768,Store_4,Saree,Festive,1294,0.33,22,2,0
Item_769,Store_15,Saree,Winter,9212,0.3,46,3,0
Item_770,Store_2,Sherwani,Summer,6330,0.32,117,2,0
Item_771,Store_15,Lehenga,Winter,5655,0.04,34,6,1
Item_772,Store_8,Lehenga,Summer,2109,0.45,19,3,0
Item_773,Store_8,Kurta,Winter,4771,0.19,74,6,1
Item_774,Store_17,Saree,Summer,9563,0.16,59,5,1
Item_775,Store_12,Sherwani,Winter,7123,0.23,57,4,0
Item_776,Store_19,Saree,Summer,8647,0.2,20,6,1
Item_777,Store_10,Saree,Wedding,2174,0.43,115,6,1
Item_778,Store_9,Sherwani,Winter,2164,0.46,108,6,1
Item_779,Store_5,Lehenga,Winter,9712,0.15,77,7,1
Item_780,Store_6,Saree,Festive,5466,0.43,111,10,1
Item_781,Store_20,Saree,Festive,6538,0.39,38,12,1
Item_782,Store_2,Lehenga,Summer,8111,0.47,31,5,1
Item_783,Store_13,Sherwani,Winter,9434,0.12,17,7,1
Item_784,Store_6,Kurta,Summer,3800,0.29,104,10,1
Item_785,Store_5,Lehenga,Wedding,5607,0.14,31,2,0
Item_786,Store_1,Kurta,Festive,8262,0.41,77,4,0
Item_787,Store_6,Kurta,Summer,2541,0.0,73,6,1
Item_788,Store_6,Lehenga,Summer,3765,0.28,119,4,0
Item_789,Store_16,Saree,Festive,5491,0.17,90,5,1
Item_790,Store_4,Kurta,Winter,4083,0.16,35,3,0
Item_791,Store_11,Kurta,Summer,6356,0.32,7,3,0
Item_792,Store_9,Sherwani,Festive,2857,0.43,34,3,0
Item_793,Store_3,Saree,Winter,1769,0.3,25,6,1
Item_794,Store_19,Kurta,Wedding,2422,0.43,103,5,1
Item_795,Store_8,Sherwani,Festive,9598,0.13,10,9,1
Item_796,Store_5,Saree,Summer,3972,0.26,96,1,0
Item_797,Store_4,Lehenga,Wedding,2872,0.23,36,5,1
Item_798,Store_6,Lehenga,Winter,6599,0.01,46,6,1
Item_799,Store_2,Sherwani,Winter,3269,0.28,105,5,1
Item_800,Store_20,Lehenga,Festive,6275,0.33,66,8,1
Item_801,Store_11,Kurta,Festive,5749,0.3,93,4,0
Item_802,Store_4,Saree,Festive,7571,0.37,36,6,1
Item_803,Store_15,Kurta,Winter,6072,0.29,103,5,1
Item_804,Store_6,Kurta,Wedding,6463,0.03,90,7,1
Item_805,Store_17,Lehenga,Winter,8450,0.06,92,4,0
Item_806,Store_6,Kurta,Summer,9420,0.3,43,7,1
Item_807,Store_19,Lehenga,Winter,4959,0.14,68,4,0
Item_808,Store_2,Saree,Summer,2313,0.04,34,5,1
Item_809,Store_15,Saree,Wedding,8847,0.21,67,5,1
Item_810,Store_11,Kurta,Festive,2070,0.28,118,5,1
Item_811,Store_8,Sherwani,Festive,4285,0.16,100,6,1
Item_812,Store_19,Lehenga,Winter,9949,0.36,35,5,1
Item_813,Store_13,Lehenga,Festive,4095,0.32,91,3,0
Item_814,Store_12,Kurta,Wedding,1320,0.17,44,3,0
Item_815,Store_5,Lehenga,Festive,3321,0.38,37,5,1
Item_816,Store_6,Lehenga,Winter,1555,0.32,67,4,0
Item_817,Store_4,Sherwani,Wedding,5939,0.32,29,5,1
Item_818,Store_19,Sherwani,Summer,6432,0.28,40,2,0
Item_819,Store_20,Kurta,Winter,2386,0.01,28,8,1
Item_820,Store_1,Sherwani,Summer,5763,0.35,99,4,0
Item_821,Store_20,Kurta,Wedding,7854,0.19,62,1,0
Item_822,Store_17,Saree,Winter,8637,0.47,43,3,0
Item_823,Store_12,Kurta,Winter,5841,0.41,50,6,1
Item_824,Store_15,Saree,Wedding,4867,0.29,81,7,1
Item_825,Store_1,Kurta,Festive,4793,0.13,14,5,1
Item_826,Store_14,Lehenga,Winter,8373,0.1,91,3,0
Item_827,Store_6,Sherwani,Winter,3513,0.17,86,5,1
Item_828,Store_5,Saree,Summer,4803,0.24,36,4,0
Item_829,Store_11,Kurta,Festive,3327,0.15,101,4,0
Item_830,Store_4,Sherwani,Summer,9809,0.26,40,2,0
Item_831,Store_13,Kurta,Summer,3165,0.08,32,3,0
Item_832,Store_11,Sherwani,Festive,4308,0.49,20,4,0
Item_833,Store_3,Sherwani,Festive,7452,0.05,20,6,1
Item_834,Store_1,Kurta,Wedding,9067,0.47,22,8,1
Item_835,Store_6,Saree,Festive,8642,0.46,12,5,1
Item_836,Store_18,Saree,Winter,7404,0.26,110,2,0
Item_837,Store_10,Lehenga,Festive,1992,0.36,84,3,0
Item_838,Store_5,Sherwani,Wedding,6424,0.22,79,6,1
Item_839,Store_10,Lehenga,Wedding,5381,0.32,74,6,1
Item_840,Store_12,Lehenga,Wedding,4174,0.17,5,9,1
Item_841,Store_2,Kurta,Festive,5782,0.15,66,5,1
Item_842,Store_13,Kurta,Festive,6560,0.29,80,3,0
Item_843,Store_8,Kurta,Summer,8460,0.25,42,6,1
Item_844,Store_2,Sherwani,Summer,4078,0.29,96,4,0
Item_845,Store_20,Kurta,Winter,3983,0.14,49,5,1
Item_846,Store_1,Kurta,Summer,8259,0.18,62,4,0
Item_847,Store_5,Sherwani,Winter,7054,0.04,85,7,1
Item_848,Store_9,Sherwani,Wedding,3523,0.03,5,9,1
Item_849,Store_17,Saree,Summer,5581,0.13,36,6,1
Item_850,Store_9,Kurta,Festive,6609,0.04,12,5,1
Item_851,Store_11,Kurta,Summer,3001,0.05,44,2,0
Item_852,Store_15,Kurta,Winter,2387,0.41,60,7,1
Item_853,Store_6,Saree,Summer,7552,0.02,67,2,0
Item_854,Store_3,Kurta,Wedding,2030,0.33,111,5,1
Item_855,Store_17,Saree,Festive,2220,0.14,114,5,1
Item_856,Store_5,Lehenga,Winter,7035,0.44,92,4,0
Item_857,Store_12,Saree,Festive,7523,0.24,78,2,0
